"filename", "language", "JavaScript", "JSON", "Markdown", "Batch", "Database", "comment", "blank", "total"
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\deleterole.js", "JavaScript", 32, 0, 0, 0, 0, 0, 1, 33
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\deposit.js", "JavaScript", 40, 0, 0, 0, 0, 0, 1, 41
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\deprive.js", "JavaScript", 53, 0, 0, 0, 0, 1, 1, 55
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\disown.js", "JavaScript", 65, 0, 0, 0, 0, 2, 1, 68
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\ditems.js", "JavaScript", 28, 0, 0, 0, 0, 0, 3, 31
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\divorce.js", "JavaScript", 69, 0, 0, 0, 0, 1, 3, 73
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\dm.js", "JavaScript", 37, 0, 0, 0, 0, 2, 2, 41
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\dose.js", "JavaScript", 34, 0, 0, 0, 0, 0, 1, 35
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\downgrade.js", "JavaScript", 46, 0, 0, 0, 0, 0, 1, 47
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\dragon.js", "JavaScript", 54, 0, 0, 0, 0, 2, 1, 57
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\dragonalias.js", "JavaScript", 51, 0, 0, 0, 0, 1, 2, 54
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\editreplacer.js", "JavaScript", 27, 0, 0, 0, 0, 0, 1, 28
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\editrolekw.js", "JavaScript", 44, 0, 0, 0, 0, 0, 2, 46
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\encode.js", "JavaScript", 50, 0, 0, 0, 0, 0, 1, 51
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\eval.js", "JavaScript", 64, 0, 0, 0, 0, 5, 4, 73
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\execute.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 15
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\export.js", "JavaScript", 38, 0, 0, 0, 0, 6, 1, 45
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\feed.js", "JavaScript", 88, 0, 0, 0, 0, 0, 2, 90
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\fetchuser.js", "JavaScript", 28, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\fish.js", "JavaScript", 84, 0, 0, 0, 0, 1, 2, 87
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\forcemarry.js", "JavaScript", 40, 0, 0, 0, 0, 0, 2, 42
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\get.js", "JavaScript", 42, 0, 0, 0, 0, 0, 1, 43
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\github.js", "JavaScript", 41, 0, 0, 0, 0, 0, 1, 42
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\give.js", "JavaScript", 71, 0, 0, 0, 0, 3, 3, 77
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\givemeallroles.js", "JavaScript", 30, 0, 0, 0, 0, 1, 1, 32
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\giverole.js", "JavaScript", 53, 0, 0, 0, 0, 2, 1, 56
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\help.js", "JavaScript", 41, 0, 0, 0, 0, 9, 5, 55
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\hug.js", "JavaScript", 31, 0, 0, 0, 0, 0, 1, 32
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\hyphen.js", "JavaScript", 25, 0, 0, 0, 0, 0, 1, 26
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\info.js", "JavaScript", 35, 0, 0, 0, 0, 0, 2, 37
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\invite.js", "JavaScript", 29, 0, 0, 0, 0, 1, 1, 31
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\items.js", "JavaScript", 38, 0, 0, 0, 0, 0, 3, 41
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\keywords.js", "JavaScript", 25, 0, 0, 0, 0, 0, 2, 27
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\level.js", "JavaScript", 30, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\marry.js", "JavaScript", 86, 0, 0, 0, 0, 0, 3, 89
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\membercount.js", "JavaScript", 22, 0, 0, 0, 0, 1, 1, 24
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\mute.js", "JavaScript", 66, 0, 0, 0, 0, 0, 1, 67
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\name.js", "JavaScript", 28, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\npm.js", "JavaScript", 56, 0, 0, 0, 0, 0, 3, 59
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\offences.js", "JavaScript", 31, 0, 0, 0, 0, 0, 2, 33
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\pay.js", "JavaScript", 50, 0, 0, 0, 0, 0, 1, 51
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\pbuy.js", "JavaScript", 41, 0, 0, 0, 0, 0, 2, 43
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\perks.js", "JavaScript", 69, 0, 0, 0, 0, 0, 10, 79
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\perms.js", "JavaScript", 28, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\permstun.js", "JavaScript", 26, 0, 0, 0, 0, 1, 0, 27
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\ping.js", "JavaScript", 25, 0, 0, 0, 0, 1, 1, 27
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\prefix.js", "JavaScript", 28, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\profile.js", "JavaScript", 38, 0, 0, 0, 0, 2, 1, 41
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\pshop.js", "JavaScript", 20, 0, 0, 0, 0, 0, 2, 22
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\ptransfer.js", "JavaScript", 50, 0, 0, 0, 0, 0, 4, 54
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\pull.js", "JavaScript", 21, 0, 0, 0, 0, 1, 1, 23
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\punish.js", "JavaScript", 130, 0, 0, 0, 0, 9, 2, 141
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\purge.js", "JavaScript", 48, 0, 0, 0, 0, 2, 1, 51
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\purgemessages.js", "JavaScript", 62, 0, 0, 0, 0, 4, 4, 70
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\quote.js", "JavaScript", 38, 0, 0, 0, 0, 2, 1, 41
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\quotes.js", "JavaScript", 22, 0, 0, 0, 0, 0, 1, 23
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\reject.js", "JavaScript", 40, 0, 0, 0, 0, 0, 1, 41
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\reload.js", "JavaScript", 30, 0, 0, 0, 0, 2, 1, 33
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\remove.js", "JavaScript", 42, 0, 0, 0, 0, 0, 0, 42
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\removequote.js", "JavaScript", 33, 0, 0, 0, 0, 0, 1, 34
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\removereplacer.js", "JavaScript", 26, 0, 0, 0, 0, 0, 2, 28
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\replacers.js", "JavaScript", 20, 0, 0, 0, 0, 0, 1, 21
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\roast.js", "JavaScript", 45, 0, 0, 0, 0, 0, 1, 46
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\rob.js", "JavaScript", 95, 0, 0, 0, 0, 3, 1, 99
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\role.js", "JavaScript", 46, 0, 0, 0, 0, 0, 4, 50
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\rolecolor.js", "JavaScript", 64, 0, 0, 0, 0, 0, 4, 68
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\roleinfo.js", "JavaScript", 32, 0, 0, 0, 0, 0, 1, 33
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\rolemembers.js", "JavaScript", 30, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\rolename.js", "JavaScript", 36, 0, 0, 0, 0, 0, 4, 40
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\say.js", "JavaScript", 15, 0, 0, 0, 0, 0, 1, 16
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\search.js", "JavaScript", 112, 0, 0, 0, 0, 2, 2, 116
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\sell.js", "JavaScript", 88, 0, 0, 0, 0, 1, 2, 91
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\sentence.js", "JavaScript", 144, 0, 0, 0, 0, 4, 5, 153
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\set.js", "JavaScript", 63, 0, 0, 0, 0, 1, 1, 65
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\setprefix.js", "JavaScript", 31, 0, 0, 0, 0, 0, 2, 33
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\shop.js", "JavaScript", 28, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\slowmode.js", "JavaScript", 30, 0, 0, 0, 0, 0, 2, 32
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\snipe.js", "JavaScript", 26, 0, 0, 0, 0, 0, 1, 27
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\spawn.js", "JavaScript", 24, 0, 0, 0, 0, 0, 1, 25
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\spouse.js", "JavaScript", 23, 0, 0, 0, 0, 0, 1, 24
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\steal.js", "JavaScript", 34, 0, 0, 0, 0, 0, 1, 35
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\stroke.js", "JavaScript", 34, 0, 0, 0, 0, 0, 1, 35
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\stun.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 22
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\submit.js", "JavaScript", 30, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\suggest.js", "JavaScript", 37, 0, 0, 0, 0, 0, 2, 39
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\take.js", "JavaScript", 65, 0, 0, 0, 0, 0, 2, 67
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\tame.js", "JavaScript", 27, 0, 0, 0, 0, 0, 1, 28
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\unban.js", "JavaScript", 33, 0, 0, 0, 0, 0, 2, 35
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\unmute.js", "JavaScript", 41, 0, 0, 0, 0, 0, 1, 42
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\unpunish.js", "JavaScript", 68, 0, 0, 0, 0, 0, 1, 69
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\unstun.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 25
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\updates.js", "JavaScript", 43, 0, 0, 0, 0, 0, 1, 44
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\upgrade.js", "JavaScript", 32, 0, 0, 0, 0, 1, 1, 34
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\upgrs.js", "JavaScript", 21, 0, 0, 0, 0, 0, 1, 22
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\urban.js", "JavaScript", 31, 0, 0, 0, 0, 0, 2, 33
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\userinfo.js", "JavaScript", 78, 0, 0, 0, 0, 0, 3, 81
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\vault.js", "JavaScript", 25, 0, 0, 0, 0, 0, 1, 26
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\viewreplacer.js", "JavaScript", 28, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\vupgrade.js", "JavaScript", 56, 0, 0, 0, 0, 0, 3, 59
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\warn.js", "JavaScript", 40, 0, 0, 0, 0, 0, 5, 45
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\cmds\withdraw.js", "JavaScript", 32, 0, 0, 0, 0, 0, 2, 34
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\config.js", "JavaScript", 9, 0, 0, 0, 0, 2, 4, 15
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\database.sqlite", "Database", 0, 0, 0, 0, 51, 0, 0, 51
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\events\EventHandler.js", "JavaScript", 30, 0, 0, 0, 0, 12, 1, 43
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\events\channelCreate.js", "JavaScript", 32, 0, 0, 0, 0, 2, 0, 34
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\events\channelUpdate.js", "JavaScript", 104, 0, 0, 0, 0, 9, 3, 116
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\events\debug.js", "JavaScript", 14, 0, 0, 0, 0, 7, 2, 23
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\events\error.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 7
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\events\guildCreate.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 10
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\events\guildDelete.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 9
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\events\guildMemberAdd.js", "JavaScript", 139, 0, 0, 0, 0, 3, 1, 143
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\events\guildMemberRemove.js", "JavaScript", 18, 0, 0, 0, 0, 0, 1, 19
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\events\guildMemberUpdate.js", "JavaScript", 63, 0, 0, 0, 0, 2, 0, 65
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\events\messageCreate.js", "JavaScript", 290, 0, 0, 0, 0, 25, 18, 333
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\events\messageDelete.js", "JavaScript", 30, 0, 0, 0, 0, 2, 1, 33
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\events\messageUpdate.js", "JavaScript", 23, 0, 0, 0, 0, 0, 1, 24
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\events\ready.js", "JavaScript", 18, 0, 0, 0, 0, 1, 0, 19
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\events\warn.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 7
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\index.js", "JavaScript", 69, 0, 0, 0, 0, 12, 20, 101
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\models\Bug.js", "JavaScript", 31, 0, 0, 0, 0, 0, 0, 31
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\models\Channel.js", "JavaScript", 19, 0, 0, 0, 0, 1, 0, 20
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\models\Guild.js", "JavaScript", 16, 0, 0, 0, 0, 0, 1, 17
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\models\User.js", "JavaScript", 283, 0, 0, 0, 0, 1, 2, 286
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\models\_customValidators.js", "JavaScript", 11, 0, 0, 0, 0, 0, 3, 14
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\package.json", "JSON", 0, 47, 0, 0, 0, 0, 1, 48
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\start.bat", "Batch", 0, 0, 0, 2, 0, 0, 0, 2
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\utils\Constants.js", "JavaScript", 302, 0, 0, 0, 0, 342, 2, 646
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\utils\Construct.js", "JavaScript", 10, 0, 0, 0, 0, 8, 2, 20
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\utils\Functions.js", "JavaScript", 260, 0, 0, 0, 0, 166, 6, 432
"c:\Users\Ethan\OneDrive - E\Documents\GitHub\economist-rewrite\utils\petaliases.js", "JavaScript", 23, 0, 0, 0, 0, 0, 3, 26
"Total", "-", 7480, 103, 6, 2, 51, 713, 292, 8647
